worker_id,name,city,state,zipcode,ssn,age,email,phone_number,salary,birth_date,iq,scs,hire_month,hire_year,current_latitude,current_longitude,license_plate,productivity
I6c25EP,Johnny Hall,Stites,ID,90365,634-92-0139,39,jhall@byui.edu,(498)444-5883,100000,1982-10-13,113,745,11,2021,86.6198375,-18.006251,EZX 565,87
qyLiXJY,Raymond Juarez,Roberts,ID,13375,847-41-5979,39,rjuarez@byui.edu,001-618-469-3423,108000,1983-1-13,108,909,12,2022,53.268551,-157.515412,2BF1660,80
W4KtH1Q,Steve Thompson,Ferdinand,ID,7981,041-49-3887,44,sthompson@byui.edu,001-509-255-8176x88103,101000,1978-3-14,128,764,12,2022,75.9019235,-139.770744,160-DJO,84
eqGmFe1,Carolyn Garcia,Crouch,ID,43084,114-59-3075,66,cgarcia@byui.edu,325.821.8022,79000,1955-9-27,127,894,9,1985,-11.8596305,78.772287,HJP0566,56
3wPfJ73,Sharon Sanchez,Shoshone,ID,50087,208-99-9686,44,ssanchez@byui.edu,447.952.8610x81841,91000,1977-11-3,117,940,6,2016,-57.729968,3.649028,615 VXL,63
mfYmdee,Joshua Martinez,Huetter,ID,43385,851-25-4720,64,jmartinez@byui.edu,232-854-7318x354,84000,1958-1-2,127,790,9,1991,-26.05025,-94.556556,209 OPN,61
4FVd16Y,Stephanie Hardy,Shelley,ID,91115,471-32-9879,65,shardy@byui.edu,001-890-017-6581x2445,116000,1957-6-14,110,733,1,1986,17.787436,70.526366,0-6592R,84
Puv51tv,Amanda Peterson DVM,Wendell,ID,74759,301-04-5214,61,apeterson@byui.edu,749.827.9589x413,83000,1961-5-20,123,900,6,2004,78.46929,-12.324057,154LLO,57
2EVa37M,Michelle Aguilar,Dubois,ID,66364,193-29-7703,64,maguilar@byui.edu,248.889.4989,86000,1958-3-9,124,932,6,2003,46.649984,-128.510432,F89 3ZY,91
wI1D7F8,Zachary Martinez,Culdesac,ID,8365,347-30-5891,57,zmartinez@byui.edu,001-855-889-3401x05963,81000,1965-3-12,126,725,4,2009,61.0596075,-154.458884,611 PLJ,87
bAE45er,Linda Gonzalez,Rathdrum,ID,74897,619-98-6768,67,lgonzalez@byui.edu,(509)742-6938x9387,80000,1954-8-4,107,899,5,2000,48.4735335,-51.56503,510 CHB,81
UE5f0p3,Anthony Kim,Garden City,ID,17382,880-92-3864,50,akim@byui.edu,001-386-691-4157x122,97000,1971-7-7,101,794,8,2005,2.1720435,176.129419,8H 2798V,81
aowXRyF,Nancy Powell,Oxford,ID,91318,316-42-7321,57,npowell@byui.edu,+1-447-416-7494x932,97000,1964-10-3,108,792,11,2008,74.02562,-88.931669,28-MV18,68
697KAQ7,Matthew Young,Mackay,ID,63862,756-44-0858,66,myoung@byui.edu,980.257.2298,81000,1956-3-8,101,836,1,1999,61.6469115,-86.369451,74-2720W,98
do5S8od,James Morales,Mud Lake,ID,39968,763-67-2559,61,jmorales@byui.edu,(013)959-9682x10320,93000,1961-4-6,100,814,11,1995,-60.2046635,113.955182,LYJ-5047,66
mG6mJl9,Justin Pierce,Post Falls,ID,83899,696-93-1610,47,jpierce@byui.edu,373-277-6621x0058,114000,1975-3-4,123,835,5,2015,-51.6179555,29.673619,9-27967Q,90
3909Q5f,Kim Pham,Idaho Falls,ID,33753,497-74-0921,61,kpham@byui.edu,+1-168-762-6380x9060,123000,1960-10-12,101,889,7,2004,-76.456907,-84.999387,X49 5AV,60
9H2Ng21,Tonya Schmidt,Pierce,ID,42186,394-79-8240,56,tschmidt@byui.edu,610-748-3414x70780,119000,1966-6-7,117,874,11,2016,14.527772,98.374439,HNW 349,71
3F9Wr5X,Joseph Thompson,Paul,ID,46947,404-68-1036,68,jthompson@byui.edu,294-193-6354x63311,94000,1954-6-3,120,895,10,1985,62.0252435,82.433354,3864 JM,69
36eB2Kf,Scott Meyer,South Cassandra,Mississippi,23662,541-02-5266,52,smeyer@byui.edu,034-356-5467x624,102000,1969-11-22,106,731,1,2006,-63.6136045,-120.767772,7OT 454,100
AL8jaVN,Lori Madden,Star,ID,50630,169-02-7119,44,lmadden@byui.edu,585.744.4722x496,89000,1977-11-5,104,806,4,2020,-69.324937,171.346139,228 DGE,60
S9kwe2m,Sarah Long,Teton,ID,24609,705-56-7642,51,slong@byui.edu,737.165.3309,121000,1970-7-18,125,812,5,2017,74.8135075,15.309643,315-LEY,63
5AGN7TW,Michael Montgomery,Glenns Ferry,ID,28767,723-67-1872,57,mmontgomery@byui.edu,067.348.2877x4710,107000,1965-4-1,104,843,7,2014,-49.3104685,86.909241,776 6KT,78
4fLdBt4,Robert Maxwell,Lapwai,ID,89578,683-02-1179,45,rmaxwell@byui.edu,(580)793-0069,109000,1977-3-12,101,812,4,2010,6.1272405,31.831063,6-13451,81
9x08cAN,James Rose,Parma,ID,44420,565-74-5190,42,jrose@byui.edu,237-739-9693,83000,1980-3-4,125,789,7,2022,-79.5050015,-48.275453,435-ROL,76
rp5ii5L,Thomas Martinez,Crouch,ID,28718,358-32-5338,58,tmartinez@byui.edu,(050)937-4838,118000,1963-11-3,101,756,9,1996,-49.065112,101.677987,X39-OER,59
cQbwZ2z,Alan Wright,Montpelier,ID,23715,615-77-9803,70,awright@byui.edu,(492)592-3375x66407,107000,1952-6-1,118,788,12,1998,-24.6592815,-25.665924,YK 45327,71
q16M742,Emily Rogers,Troy,ID,32565,449-33-2107,44,erogers@byui.edu,+1-979-789-1713x25229,72000,1977-7-14,101,830,9,2022,72.1220255,158.982769,3D 9899C,84
X9puiNp,Sean Brown,Kimberly,ID,12365,880-75-1147,61,sbrown@byui.edu,087.478.8439x860,95000,1960-10-23,124,782,8,1992,-47.072106,54.743348,FV 3382,93
aRZFRdk,Timothy White,Grangeville,ID,81641,045-03-3593,67,twhite@byui.edu,(582)270-8204,86000,1954-9-15,129,926,11,1996,60.201095,-15.415544,190QM,85
TP8Sotv,David Poole,Hayden Lake,ID,84040,827-37-4766,67,dpoole@byui.edu,580-634-4462,120000,1954-9-14,123,830,7,2000,37.4760985,104.665452,HDB 708,66
09LOuS4,Benjamin Howe,Bonners Ferry,ID,10190,535-48-9463,46,bhowe@byui.edu,425-423-3853,85000,1975-11-21,96,757,11,2017,82.5674675,-145.411173,ZAV 920,87
JzNydoh,Keith Bender,Arco,ID,60252,147-31-2403,48,kbender@byui.edu,789.633.1306x090,90000,1974-5-20,99,758,10,2010,38.9175215,34.576089,016 LBT,55
9H9oYVA,Diane Baker,Heyburn,ID,87322,617-08-4252,57,dbaker@byui.edu,203-208-0368x6563,76000,1964-9-18,122,732,6,2001,59.1426365,-80.156237,909 OKN,59
EwD6Ej0,Timothy Velazquez,Riggins,ID,89943,499-25-5838,54,tvelazquez@byui.edu,860-192-8860x84434,121000,1967-7-3,107,888,9,1999,-19.6515705,143.695402,784N,97
kduZT21,Mark Cooper,Richfield,ID,62164,595-22-4342,52,mcooper@byui.edu,+1-615-877-0847x02874,92000,1969-10-13,113,839,4,2007,-60.0202375,-55.006126,IXI 917,65
SEu302W,Dylan Baker,McCall,ID,57169,586-03-6603,41,dbaker@byui.edu,505.169.4903x54418,80000,1980-9-12,113,799,10,2022,55.7433115,139.736848,150-711,64
o58i6hL,Jill Holland,Hollister,ID,5895,301-02-6587,51,jholland@byui.edu,188.151.4454x158,118000,1970-9-15,126,752,8,2010,58.5925475,156.392216,103 AEI,66
131n0g3,Jesse Mcdonald,Glenns Ferry,ID,15801,150-15-9448,51,jmcdonald@byui.edu,001-452-525-2068x4472,86000,1970-11-12,96,766,9,2012,-8.105743,143.840702,9CX 833,80
VsppUb0,Rachel Dean,Jerome,ID,58065,758-48-9505,68,rdean@byui.edu,(805)310-6437x01271,82000,1954-2-23,97,763,4,2001,57.331813,179.472237,HYA 425,100
1J60AnB,Christopher Mitchell,Rathdrum,ID,67404,767-31-4081,65,cmitchell@byui.edu,1102976167,100000,1957-5-8,122,855,12,1992,50.162382,-151.792904,P24-LPJ,99
P6s8gek,Kerri Bryant,Sun Valley,ID,90884,572-54-7592,61,kbryant@byui.edu,669-879-8561,80000,1960-7-26,118,878,10,2009,88.746707,-18.323149,02A�880,67
92Hnpto,Donald York,Grance View,ID,93084,073-27-8656,52,dyork@byui.edu,+1-303-437-8836x8059,115000,1970-3-21,106,907,6,2006,-60.2380205,174.753582,MFY 427,55
pmEG3hn,Brittany Robinson,Kimberly,ID,59414,492-28-9593,61,brobinson@byui.edu,(843)300-8533x4855,120000,1960-11-21,113,888,8,2010,6.5828835,-175.611836,816953,60
sfM23qV,Meghan Edwards,Minidoka,ID,60158,768-35-3120,65,medwards@byui.edu,(285)009-4522x10097,70000,1956-10-25,124,790,4,1996,49.2096055,3.429864,36G U85,87
9078OC8,Joseph Adams,Cottonwood,ID,48209,814-34-6957,64,jadams@byui.edu,(580)175-6497,100000,1957-9-25,107,841,9,2006,78.7448205,-105.434646,UQD-2387,93
5ts204O,Tiffany Thomas,Preston,ID,99124,248-45-5262,63,tthomas@byui.edu,001-704-858-7424x4725,117000,1958-11-27,104,736,8,1997,-29.739835,86.80232,81-52576,53
w3WZmlv,Paul Campbell,New Meadows,ID,62724,784-87-9054,54,pcampbell@byui.edu,(336)955-5358,109000,1967-10-19,102,905,2,2002,73.8009905,13.470913,BQX-6900,92
a9ZY3II,Nicole Leonard,Driggs,ID,50295,073-94-9159,42,nleonard@byui.edu,001-180-155-2021x64757,78000,1980-3-11,125,831,11,2009,-28.4662915,27.422342,QSE 172,65
RV8LMl5,Jeanne Richardson,Paul,ID,87786,673-18-4550,42,jrichardson@byui.edu,220.698.8656x99545,75000,1979-7-19,124,762,5,2019,-75.1470245,20.946986,QGF 195,61
WlG2F9r,Andrea Wilson,Notus,ID,67029,743-24-0949,67,awilson@byui.edu,+1-233-663-6996x9573,106000,1954-7-12,101,742,12,1987,55.1958965,160.702053,LPO 956,87
e5c750D,Gina Ruiz,Samanthamouth,Missouri,78338,602-62-7063,55,gruiz@byui.edu,+1-879-182-7175x9232,92000,1967-6-1,110,780,12,2016,-47.426063,71.907752,ZVR 375,63
7JN4otW,James Patterson,Lapwai,ID,59416,341-42-3164,61,jpatterson@byui.edu,687-331-2461,101000,1960-9-6,104,819,3,1998,-16.946659,-129.3038,166 CDD,83
dWzjosg,Heather Crawford,Atomic City,ID,22150,778-82-7588,66,hcrawford@byui.edu,(025)755-2801,117000,1956-6-18,110,797,2,1995,49.6328955,141.281493,9-85444W,72
CinaN9R,Terri Thomas,Notus,ID,28146,496-24-7218,51,tthomas@byui.edu,(455)847-5617,97000,1971-4-9,106,926,10,2000,38.307111,165.279488,YBF-766,88
r22Cf4E,Christopher Wallace,Gutierrezmouth,Arizona,30777,771-25-1121,54,cwallace@byui.edu,174.228.3317x19064,96000,1968-1-4,107,934,1,2012,-28.28342,-99.856387,MMQ-8682,97
v0nneST,Michael Nicholson,Potlatch,ID,63137,044-80-7717,48,mnicholson@byui.edu,210-073-6288x860,72000,1974-5-19,122,812,1,2014,49.4727935,79.750106,NET-4264,83
4PtuSFj,Tammy Fleming,Drummond,ID,38390,181-43-0941,54,tfleming@byui.edu,057.447.0871,112000,1967-9-8,129,755,4,2004,23.465206,59.861363,9UOC 63,80
b7nwaOY,Craig Byrd,Spencer,ID,87120,517-45-0318,64,cbyrd@byui.edu,047.764.0573x937,79000,1958-1-7,127,897,6,2001,-55.960139,58.402311,804 JOR,100
802x4l8,Timothy Ramsey,Notus,ID,84068,455-37-1881,46,tramsey@byui.edu,905.785.3119,85000,1975-10-11,96,902,6,2014,40.324955,-51.300334,910 JB0,94
74HRc6R,Molly Lamb,Mountain Home,ID,2211,486-12-0028,52,mlamb@byui.edu,(474)738-2724,72000,1970-1-5,110,854,7,2000,51.31505,166.504942,B88-VQG,82
BZPnb5P,Anna Murray,Boise,ID,15588,637-41-9687,42,amurray@byui.edu,001-759-050-4829,78000,1979-10-11,97,927,10,2010,-82.615649,107.860452,LBQ 419,65
C4OwMH2,Cheryl Mckay,Hazelton,ID,99717,643-36-1528,56,cmckay@byui.edu,409-802-5321x321,84000,1966-6-16,115,776,3,2016,-19.1653945,41.730339,09-7284G,100
j5396P1,Rachel Atkins,Minidoka,ID,92972,464-34-2733,67,ratkins@byui.edu,(028)191-9070x7064,75000,1955-5-23,122,879,1,1999,87.1911005,-101.54113,VKE-0623,92
jO7YYDJ,Steven White,New Plymouth,ID,24263,301-30-1130,48,swhite@byui.edu,(851)443-8828x044,123000,1973-11-13,118,854,11,2013,67.9554275,6.199864,SR8 9547,62
FL3OVBF,Kimberly Wright,Boise,ID,83638,477-15-9133,55,kwright@byui.edu,(560)931-5101,100000,1967-2-26,105,821,9,2002,-65.305604,136.492808,K 760570,74
N00S03x,Megan Pitts,Boise,ID,30824,086-73-5254,39,mpitts@byui.edu,221-072-2686x44808,100000,1983-4-4,98,866,9,2022,-41.2305125,118.141976,710 KCM,83
MGI5rD4,Andrew Taylor,Glenns Ferry,ID,30615,792-15-4354,46,ataylor@byui.edu,646.255.7040x23295,77000,1975-10-24,95,735,6,2016,54.4516575,155.635884,40N J43,69
Wv89V6D,Mr. James Cook,Swan Valley,ID,2453,343-52-4139,46,mjames@byui.edu,001-211-138-2432,91000,1975-10-6,97,936,11,2010,14.023958,8.372912,2F 60918,88
g1110tH,Jordan Smith,Aberdeen,ID,68288,165-84-6147,43,jsmith@byui.edu,922-140-9705x4485,121000,1979-3-20,98,949,5,2011,77.6763935,60.376666,63YI220,69
08564Em,Thomas Hernandez,Reubens,ID,38185,515-57-3920,53,thernandez@byui.edu,+1-009-381-2971,83000,1969-1-9,112,901,4,2001,19.5376775,130.699848,AQK 720,68
Qk4aalo,William Turner,St. Maries,ID,81131,346-85-6684,62,wturner@byui.edu,001-148-028-7546,119000,1960-6-17,102,773,1,1994,15.4382835,-61.432829,6-7695K,77
GX4S5Sv,Sean Cooper,Bellebue,ID,97493,815-74-5207,65,scooper@byui.edu,+1-753-515-4520,86000,1957-3-19,97,863,2,1994,37.9003755,2.620183,5R PA525,59
bDW3XB5,Stephen Adams,Newdale,ID,19851,402-50-4854,66,sadams@byui.edu,001-198-939-4796x71334,111000,1955-10-15,113,917,12,1991,-83.3446055,-142.542678,I47-26C,76
1LRVb2g,Mario Salazar,Fairfield,ID,96012,415-12-4196,51,msalazar@byui.edu,357.003.3482,115000,1970-9-21,115,883,11,2015,-16.645678,134.878212,873-FLJ,79
RLbj1Z0,Shelly Smith,Twin Falls,ID,57048,170-60-4056,39,ssmith@byui.edu,241.730.4114,71000,1983-2-9,123,876,12,2022,-22.8763415,104.378805,CIU2583,89
XPAi74b,Annette Everett,Oxford,ID,3096,251-26-3522,59,aeverett@byui.edu,(060)482-9188x0227,94000,1962-10-22,119,787,8,1995,51.731985,-36.033549,X47-43X,92
agEI10P,Samuel Spencer,Moscow,ID,62684,168-02-8079,57,sspencer@byui.edu,847-209-7221x591,80000,1964-11-22,102,813,1,2013,54.5436675,120.671491,QM4 0702,71
XzLLJ01,April Brown,Newdale,ID,21296,417-47-2968,58,abrown@byui.edu,+1-258-639-3134,87000,1963-8-4,121,756,6,1996,70.0880555,-100.067168,5ZL13,90
zsQ4skQ,Carl Weber,Midvale,ID,1833,361-04-5477,67,cweber@byui.edu,(061)322-4706x0675,82000,1955-6-26,100,925,8,1985,-47.257931,-104.650421,RZP 885,58
q30tk1v,Aaron Munoz,Mud Lake,ID,32710,131-16-5141,43,amunoz@byui.edu,942.283.2014x18925,82000,1978-7-14,120,856,9,2022,37.8361625,-43.517118,5-52147,81
CZ3yS2L,David Guerrero,Worley,ID,60537,849-92-7383,43,dguerrero@byui.edu,312-433-3924,94000,1979-2-9,129,773,10,2015,77.261606,152.084253,M44-82Y,62
f5JmG5s,Ashley Cook,Kuna,ID,10298,198-44-7559,66,acook@byui.edu,001-847-511-5797x3699,81000,1956-3-14,125,866,3,2000,7.5452155,-178.333641,63Q IF3,84
t9MlI82,Tiffany King,New Plymouth,ID,95264,047-73-2168,69,tking@byui.edu,(900)612-4920x82082,103000,1952-10-1,99,808,7,1996,-21.0430645,-138.468942,25-3980D,55
q32Oe80,Jeremy Kelley,Paul,ID,22265,707-70-4808,59,jkelley@byui.edu,612.799.1846x4360,80000,1962-7-23,116,896,6,1994,50.6989675,43.339794,V 635484,75
486813v,Sarah Sims,Ricardoshire,New Hampshire,68469,414-54-6216,54,ssims@byui.edu,(104)312-1859x1560,86000,1968-2-1,95,869,1,2014,-21.118564,-159.458004,5M004,65
j2i94AJ,Taylor Webb,Rockland,ID,7486,751-03-1597,65,twebb@byui.edu,001-354-321-0856x7668,76000,1957-3-5,124,757,1,2005,-76.4710405,169.523367,1TJ9483,54
8rAHjR4,Julie Erickson,Spirit Lake,ID,73133,122-70-1557,41,jerickson@byui.edu,169-571-6120x719,94000,1980-9-23,129,949,2,2022,-44.050367,170.954504,8JH 353,72
4RNHrwp,Ann Burnett,Franklin,ID,16114,105-47-3269,69,aburnett@byui.edu,445.253.4949x3517,120000,1953-3-12,97,813,12,1992,30.0932055,49.866621,21HF364,87
4Hi2A2C,Michael Gutierrez,Buhl,ID,72988,036-01-1181,46,mgutierrez@byui.edu,(472)987-1709,101000,1976-1-26,112,729,2,2007,-89.478329,68.54439,4O 83796,91
B4X389d,Sheila Hill,Council,ID,32744,689-39-3244,57,shill@byui.edu,+1-982-851-3228x749,71000,1965-1-1,107,815,7,2007,-9.0318445,155.000363,4MXH525,63
sxR7tja,David Schmidt,Gooding,ID,4439,758-90-0261,47,dschmidt@byui.edu,+1-589-261-5190x628,99000,1975-5-23,115,910,7,2007,-77.9441695,-95.670249,O12-05U,91
Dkc0rfz,Elizabeth Rodriguez,Malta,ID,7434,179-34-7573,44,erodriguez@byui.edu,001-167-086-0998x60585,81000,1978-5-9,114,853,6,2011,27.589924,-105.770801,5S 9K1LUW,67
5d5AeVf,Becky Taylor,Cascade,ID,55673,476-39-7304,69,btaylor@byui.edu,739-560-0051,117000,1952-9-21,109,785,5,2000,-29.141525,-35.277126,5859,68
1mkF6W0,Kimberly Kelly,Montpelier,ID,3309,224-85-8317,55,kkelly@byui.edu,510-884-2155x574,78000,1966-8-12,122,859,12,2016,72.605803,-29.890402,3FM N88,99
4S6Gy7v,Sheena Woodward,New Jerry,Tennessee,72894,306-49-2875,54,swoodward@byui.edu,176.981.1112x6177,78000,1968-3-8,113,728,4,2015,15.0357415,16.765349,64-G886,84
rHHppsY,Andrea Welch,Greenleaf,ID,3118,516-28-6354,53,awelch@byui.edu,546-422-8448,81000,1969-3-24,129,771,12,2013,-7.0255565,51.115635,BRH-078,54
fatg3Uu,Megan Mckee,Crouch,ID,58552,078-42-2510,57,mmckee@byui.edu,665.998.5625x231,70000,1965-6-10,120,934,3,2015,84.8409225,136.674548,R57-59P,73
WQ10c65,Morgan Irwin,Arimo,ID,13020,829-52-6301,47,mirwin@byui.edu,857-618-0608,110000,1974-10-26,102,920,3,2019,-64.3663905,-7.431243,457MND,71
H7De6DH,David Parker,Bellebue,ID,9019,451-74-7546,48,dparker@byui.edu,001-438-695-1669x8122,97000,1973-8-9,103,875,2,2010,-76.6976365,39.654219,SP 6210,76
l8fLTi1,Richard Jordan,Iona,ID,79463,153-94-7505,54,rjordan@byui.edu,(019)417-3489,72000,1967-7-18,101,847,11,2012,-38.0996025,-31.307499,H10 8MT,68
K04TeV3,Kimberly Hall,Basalt,ID,81219,531-13-7100,40,khall@byui.edu,525-637-7152,98000,1981-7-24,129,926,12,2022,27.3277905,-114.164589,TOD-9576,66
BzME475,Whitney Hall,Sugar City,ID,83155,239-57-2102,50,whall@byui.edu,+1-476-678-4198x4938,90000,1972-3-22,112,911,3,2004,-42.514825,-166.773933,031 7LQ,97
0t449O2,Karen Park,Heyburn,ID,89575,473-58-0856,53,kpark@byui.edu,(529)209-7266x25931,90000,1969-6-13,125,886,12,2004,-85.1340225,79.634581,813S,73
GYG9RfW,Kevin Norton,Georgetown,ID,96151,329-56-5424,42,knorton@byui.edu,(888)945-4822,81000,1979-10-19,99,883,2,2022,14.900955,-0.323393,842-CLPE,63
dkuEuoo,James Johnson,Hayden,ID,20450,370-66-2127,46,jjohnson@byui.edu,001-723-265-7701x634,103000,1975-9-26,129,792,10,2018,7.2297455,83.787101,MQR 230,64
09bQGLX,John Valencia,Juliaetta,ID,33174,388-27-1310,61,jvalencia@byui.edu,659.160.1356,119000,1961-5-24,129,828,2,1992,-55.1687975,140.316294,43M B01,78
1h4xpz1,Christopher Wilson,North Lisaview,North Carolina,4854,579-51-7674,57,cwilson@byui.edu,001-819-139-1565x1476,81000,1965-1-23,118,907,12,1996,-68.107012,-17.962809,940 QQG,63
VL0A8Uv,Kelly Shelton,Kooskia,ID,987,234-06-9925,65,kshelton@byui.edu,758-960-5387x906,95000,1957-5-9,102,739,11,1990,67.358271,-102.770377,2F940,73
7yJ3f4H,Lisa Gilmore,Arimo,ID,19616,314-74-8351,55,lgilmore@byui.edu,333-490-1990x93281,78000,1967-1-23,103,865,11,2013,26.5855445,57.210428,08R K19,87
j9ONwoe,Christina Rogers,Riggins,ID,78515,523-78-4330,53,crogers@byui.edu,6387230869,119000,1969-3-8,104,931,3,2014,-86.530946,-148.650153,VO0 4829,59
BuiuPk4,Melanie Brennan,Twin Falls,ID,74300,587-19-7318,62,mbrennan@byui.edu,(994)998-7785x889,86000,1960-3-13,110,757,4,2007,38.5658475,-82.700801,7-43620,65
QS8VRlh,Jonathan Conner Jr.,Rigby,ID,76657,761-80-3676,51,jconner@byui.edu,(201)613-5240,108000,1970-7-27,97,756,5,2014,63.7522645,68.704361,1IB 234,92
jfEP8Qr,John Pittman,Clayton,ID,4887,244-26-0759,61,jpittman@byui.edu,895-392-2480,98000,1960-10-4,120,792,2,2001,-46.4753025,155.61184,Z51-65L,58
4Szn51e,Taylor Hicks,Arimo,ID,85092,412-78-1358,47,thicks@byui.edu,793.701.2132x36181,81000,1974-9-26,113,917,6,2022,17.3633995,-39.286894,RFC 779,62
ae4iAjE,Jason Jenkins,Dubois,ID,78422,380-45-4743,64,jjenkins@byui.edu,7954189820,89000,1957-11-23,121,823,12,1999,22.9307385,-149.80042,9A 9507N,97
o1NuNs2,Joseph Ayers,Arco,ID,17162,320-96-2765,50,jayers@byui.edu,192.845.8962,105000,1972-1-4,111,831,5,2017,56.281772,107.517764,34-99407,79
JViGRZQ,Charles Anderson,Craigmont,ID,74256,184-13-0333,64,canderson@byui.edu,364-963-1555x30151,112000,1958-1-25,116,895,3,1990,-59.6386725,4.508572,450 PAV,50
4VzXS68,Caitlin Larson,Murtaugh,ID,51441,627-01-3089,47,clarson@byui.edu,398.079.0829,93000,1975-4-18,105,932,8,2009,72.453311,69.573798,529 PX9,74
M097p1b,Sandra Clark,Rupert,ID,22770,472-77-7619,38,sclark@byui.edu,543-470-7258x7208,109000,1984-3-11,127,747,9,2019,-40.9958425,76.386695,RVP-706,80
39pB5y4,Stephanie Lopez,Cottonwood,ID,75911,576-67-1534,39,slopez@byui.edu,238.448.0584x08328,124000,1983-4-9,117,805,6,2020,41.3395155,129.455737,879 PIE,65
7q8qTK5,Alyssa Patterson,Driggs,ID,96618,604-60-9899,46,apatterson@byui.edu,105.458.4375x87228,114000,1975-10-11,102,913,8,2017,79.0652825,73.341119,332 SDS,60
OatRafR,Erin Stevens,Shoshone,ID,83498,737-83-1111,54,estevens@byui.edu,880.704.4536,89000,1968-3-10,112,883,3,1998,-32.4713505,84.345523,N77 2RZ,92
bDqp3yn,Becky Moreno,Wallace,ID,42791,661-69-3018,58,bmoreno@byui.edu,982.559.3716x283,71000,1964-1-10,96,856,3,2002,69.377334,-173.718005,LQ 5295,79
RaGB7b8,Aaron Clark,Malad,ID,89561,147-47-9762,50,aclark@byui.edu,+1-443-297-4646x3893,90000,1971-7-27,101,873,7,2011,40.324946,138.22578,9P 48682,99
JRZsUYN,Mary Green,Spirit Lake,ID,97903,792-60-1802,43,mgreen@byui.edu,7149090093,106000,1979-4-21,108,909,12,2015,-3.323884,117.645361,LUF 001,78
t7Bd7G5,Stacey Evans,Swan Valley,ID,1952,684-97-3562,52,sevans@byui.edu,539-232-3151x68454,71000,1970-3-12,106,738,1,2019,35.8139145,123.544452,848 NTF,72
k8QOLXG,Erica Cole,Castleford,ID,46345,224-64-2940,56,ecole@byui.edu,815.138.6753x34896,80000,1965-11-10,108,791,11,1999,69.6217495,-73.099395,KYW 137,84
610PEkd,Michelle Lara,American Falls,ID,61007,279-34-7662,56,mlara@byui.edu,001-266-812-0610x0661,76000,1965-8-21,119,814,7,1998,88.176754,-116.479545,13-EB07,87
Gw5Ji7q,Cathy Moore,Declo,ID,73431,289-79-5152,38,cmoore@byui.edu,0755644549,88000,1984-3-8,106,740,5,2021,-28.595212,-40.597463,600-IRY,63
9gBHSpQ,Stephen Mckenzie,Glenns Ferry,ID,71676,157-47-4533,69,smckenzie@byui.edu,(495)119-6872x891,94000,1953-5-26,122,856,11,1989,2.515722,159.765316,94-WP05,100
OaJqmCX,Benjamin English,Bellebue,ID,48123,561-48-4971,57,benglish@byui.edu,+1-535-021-6930x2116,119000,1965-1-10,112,793,12,2014,-86.5995995,96.960571,XFC-463,80
NrL0z4F,James Brown,Driggs,ID,610,245-37-4900,68,jbrown@byui.edu,894.570.3072,72000,1954-1-25,122,803,11,1987,41.579355,-61.810959,EX2 2577,95
CbhJx4c,Eric Murphy,Bovill,ID,84588,571-19-6933,43,emurphy@byui.edu,145.187.6239x4089,93000,1978-10-11,128,795,7,2018,59.9852905,-148.620928,6KM G59,67
16YQT6o,Patricia Howard,Soda Springs,ID,65300,686-49-8268,47,phoward@byui.edu,001-593-527-5109x50537,89000,1974-11-10,112,800,11,2018,81.076832,-90.40635,QR 8747,55
0IEVaKN,Larry Burns,Mackay,ID,79601,697-59-2589,69,lburns@byui.edu,001-474-869-4391x0605,83000,1953-3-3,111,901,10,1987,-88.749666,90.374833,7WU F83,57
1DE2Jiy,Ray Lucas,Mountain Home,ID,20576,553-12-1120,52,rlucas@byui.edu,128-866-7474x7224,97000,1969-10-2,113,948,11,2009,-7.1306025,154.128664,TRC 404,85
hq27IVn,Mark Spencer,Middleton,ID,73697,399-08-0848,49,mspencer@byui.edu,393-918-7034,91000,1973-1-5,99,920,10,2013,65.6391605,-57.738671,U81-05Q,72
Em4PEoZ,Amanda Hall,Kimberly,ID,61923,765-57-6280,46,ahall@byui.edu,001-057-316-3639x1484,75000,1975-7-19,124,815,4,2012,61.3604575,83.083772,TBL-506,92
Dc1Xui1,Alisha Snow,Burley,ID,49855,331-06-0290,67,asnow@byui.edu,504-684-5044x997,118000,1955-6-13,99,942,3,1986,-31.088652,-62.126755,076342,58
bf5uvOD,Christopher Hunt,Island Park,ID,44308,675-09-8345,56,chunt@byui.edu,001-357-812-1235x5924,100000,1965-7-12,110,798,4,2013,61.812582,-9.304724,459 RX3,100
CbPjJ4E,Doris Randolph,Mud Lake,ID,3591,071-28-3472,59,drandolph@byui.edu,5962022555,88000,1962-9-22,118,855,1,2005,62.502204,-28.267127,002 VHU,94
65i3ae9,Rachel Williams,Post Falls,ID,31976,181-30-0750,66,rwilliams@byui.edu,055-172-7845x88123,85000,1955-11-27,117,745,3,1998,-62.313323,120.746744,0B 19707,82
96W7L7l,Monica Campos,East Lisabury,Indiana,33331,208-64-0296,59,mcampos@byui.edu,+1-563-801-4950,117000,1963-3-8,123,930,9,1994,-38.2508055,-164.770454,G42-LHD,75
78rVbM7,Laura Pollard MD,Kimberly,ID,92340,094-96-6138,65,lpollard@byui.edu,8961071606,81000,1957-6-5,107,807,2,1998,-24.718803,149.997857,KYW-960,78
dmJEf3Z,Alfred Hansen,Firth,ID,44955,007-01-7647,40,ahansen@byui.edu,547-034-2956x10438,111000,1982-3-9,113,941,12,2011,-76.0203,-29.658167,WCH 576,79
